Company,Job Role,Skills Needed
Slack,Revenue Operations Analyst,"Selenium, Power BI, Cybersecurity, Go, Financial Modeling, Smart Contracts"
Canonical,FinTech Product Analyst,"Terraform, Testing, SEO, Financial Modeling, GraphQL, Linux, Java"
Postman,Customer Experience Strategist,"SEO, Go, PyTorch, Rust, Testing, Python, Risk Analytics, NLP, Cybersecurity, System Design"
Ola Electric,Technical Product Owner,"Data Visualization, Git, CI/CD, PyTorch, GCP, Power BI, AWS, Growth Hacking, Rust, Scrum"
CRED,Game Engine Developer,"AWS, Shell Scripting, Financial Modeling, Agile, Linux, Python, NoSQL, Computer Vision, Selenium, Microservices, Scikit-learn, Kanban"
Fractal Analytics,Bioinformatics Scientist,"C++, Prototyping, Microservices, Tableau, GCP, AWS, UX Research, Distributed Systems, Python"
PhonePe,Full Stack Engineer,"Web3, Cybersecurity, Prototyping, Distributed Systems, Testing, SQL, Kubernetes, Agile, SEO, Growth Hacking, Next.js"
Nomura,Game Engine Developer,"Microservices, System Design, Agile, CI/CD, Python, UX Research, GraphQL, Node.js, Growth Hacking, Next.js, Smart Contracts, Power BI"
Birlasoft,AI Ethics Researcher,"A/B Testing, TensorFlow, Go, Shell Scripting, Scikit-learn, Distributed Systems"
Postman,Full Stack Engineer,"Power BI, C++, UX Research, Tableau, AWS, Next.js"
EY India,Data Engineer,"Docker, Node.js, Web3, Financial Modeling, A/B Testing, C++, Microservices, Power BI, Rust, GraphQL, Kanban, Azure"
PolicyBazaar,Supply Chain Data Scientist,"Tableau, Blockchain, React, PyTorch, NLP, A/B Testing, Risk Analytics, Smart Contracts, Scrum, C++"
Anthropic,Search Relevance Engineer,"Rust, Python, Growth Hacking, React, Zero Trust, Kubernetes, NLP, TensorFlow, Computer Vision, Prototyping, AWS, Web3"
Fastly,Bioinformatics Scientist,"Tableau, Azure, Docker, Smart Contracts, Power BI, Scrum, NLP, NoSQL"
Ola Electric,Knowledge Graph Engineer,"Microservices, AWS, Tableau, Scrum, Linux, PyTorch, Docker, Java"
DigitalOcean,Search Relevance Engineer,"Automation, GraphQL, Tableau, NoSQL, Zero Trust, Power BI, NLP, Data Visualization, SEO"
InMobi,Crypto Research Analyst,"Microservices, NoSQL, Scrum, PyTorch, Java, GCP"
Pinterest,Platform Engineer,"UX Research, Prototyping, React, Cybersecurity, Distributed Systems, Figma, CI/CD"
Zoho,MLOps Engineer,"Kubernetes, Scikit-learn, Rust, Cybersecurity, Computer Vision, NoSQL, Risk Analytics, Tableau, Figma, Linux, PyTorch"
Fastly,HR Tech Analyst,"Docker, Python, React, Growth Hacking, GCP, Testing, Tableau, Git, System Design, Node.js"
Ather Energy,Crypto Research Analyst,"Financial Modeling, NoSQL, Shell Scripting, Node.js, Go, Smart Contracts, CI/CD, Tableau, Growth Hacking, Azure, Linux"
EY India,Embedded AI Engineer,"C++, React, CI/CD, GraphQL, Linux, Tableau, Scrum, Scikit-learn, TensorFlow, Figma, Prototyping, Selenium"
Mindtree,Game Engine Developer,"Power BI, Azure, A/B Testing, Rust, Go, Scrum, Python, AWS, Selenium, C++"
Boat Lifestyle,Computer Vision Engineer,"Azure, GCP, Java, Zero Trust, PyTorch, TensorFlow, NoSQL, SQL, Figma, Encryption, A/B Testing"
DeepMind,Sustainability Analyst,"GCP, GraphQL, Linux, Docker, PyTorch, Azure"
Upstox,Site Reliability Engineer,"Shell Scripting, UX Research, Python, TensorFlow, Automation, Figma, Testing, GraphQL, SQL, Power BI, NoSQL, Tableau"
Freshworks,AR/VR Experience Designer,"System Design, Azure, Agile, Python, AWS, Data Visualization, Figma, Testing"
Canonical,Quantum Computing Researcher,"Rust, Go, Risk Analytics, Kubernetes, React, Encryption, Zero Trust, Distributed Systems, C++, Prototyping, Next.js"
Cloudflare,Revenue Operations Analyst,"UX Research, Kubernetes, CI/CD, Growth Hacking, NoSQL, Docker, Encryption, Shell Scripting"
Tiger Analytics,Platform Engineer,"Cybersecurity, Terraform, Growth Hacking, NLP, PyTorch, Microservices, Next.js"
Meesho,Mobile App Engineer,"Shell Scripting, CI/CD, Next.js, Python, Growth Hacking, Prototyping, React"
Tiger Analytics,DevSecOps Engineer,"Cybersecurity, Agile, A/B Testing, Git, SEO, Microservices, Scrum, Tableau, Selenium, Rust"
Cohere,Cloud Security Engineer,"CI/CD, Cybersecurity, SEO, Scikit-learn, Agile, Data Visualization, Git, NLP"
Infosys Finacle,Site Reliability Engineer,"Azure, A/B Testing, Agile, GCP, Zero Trust, Python, Tableau, Node.js"
Upstox,AI Ethics Researcher,"Testing, Python, A/B Testing, Linux, Java, System Design, Risk Analytics, GraphQL, Data Visualization, Automation, CI/CD"
Infosys Finacle,HR Tech Analyst,"Encryption, Git, Distributed Systems, Go, Growth Hacking, Data Visualization, Smart Contracts, Shell Scripting, Cybersecurity, CI/CD"
OpenAI,Bioinformatics Scientist,"Go, Computer Vision, Agile, Python, Power BI, SEO, Encryption, CI/CD"
Mindtree,Computer Vision Engineer,"TensorFlow, Shell Scripting, SEO, Go, System Design, SQL, Risk Analytics, Testing, Kanban, Computer Vision, Next.js, Kubernetes"
Anthropic,Technical Product Owner,"Zero Trust, NLP, Kanban, NoSQL, Smart Contracts, TensorFlow, Encryption"
UBS,Embedded AI Engineer,"AWS, Azure, Kubernetes, SEO, Prototyping, Distributed Systems, Selenium, GraphQL, Kanban, Scrum, NLP, Automation"
Cohere,Backend Engineer,"Financial Modeling, Growth Hacking, Data Visualization, Power BI, Java, Testing, System Design, Linux"
Netflix,Marketing Data Scientist,"Node.js, Python, Rust, Risk Analytics, SEO, Java"
Unacademy,Sustainability Analyst,"Java, Figma, Node.js, Azure, Financial Modeling, AWS, Next.js, Shell Scripting, Smart Contracts, Git"
Chargebee,Frontend Engineer,"Prototyping, Data Visualization, Growth Hacking, React, TensorFlow, Scrum, Web3"
Cloudflare,Embedded AI Engineer,"Financial Modeling, Prototyping, Rust, Testing, A/B Testing, SQL, C++"
Spotify,FinTech Product Analyst,"Blockchain, Kanban, Go, Git, Kubernetes, Agile"
Upstox,Prompt Engineer,"Prototyping, Python, Risk Analytics, Node.js, Rust, Agile, Figma, Azure, System Design, Scrum"
Red Hat,Backend Engineer,"UX Research, Data Visualization, NLP, Terraform, AWS, Zero Trust, Selenium, TensorFlow, C++, A/B Testing, Web3"
PolicyBazaar,Embedded AI Engineer,"Blockchain, Risk Analytics, React, Node.js, Python, A/B Testing, Java"
Deloitte India,Build Engineer,"Encryption, Scikit-learn, C++, GCP, TensorFlow, Go, Data Visualization, Git, Terraform, Smart Contracts, Microservices, SEO"
Fastly,HR Tech Analyst,"Java, PyTorch, Zero Trust, Kubernetes, Risk Analytics, Terraform, SEO, GCP"
DigitalOcean,Computer Vision Engineer,"Docker, Next.js, SQL, Encryption, Kubernetes, Risk Analytics, PyTorch, Shell Scripting"
InMobi,FinTech Product Analyst,"Tableau, Kubernetes, Scrum, SQL, Java, Terraform, PyTorch, NoSQL, Blockchain, Data Visualization, Next.js, CI/CD"
Postman,Backend Engineer,"UX Research, Testing, Web3, Next.js, Shell Scripting, Java, Python, Smart Contracts"
Nomura,Marketing Data Scientist,"Automation, Kubernetes, Prototyping, Agile, TensorFlow, SEO, Distributed Systems, Growth Hacking, Terraform, System Design, GraphQL"
PhonePe,Crypto Research Analyst,"Cybersecurity, Rust, Tableau, Node.js, GCP, GraphQL, Terraform"
Boat Lifestyle,Technical Product Owner,"Selenium, Node.js, Azure, Web3, GCP, Power BI, System Design, Tableau"
OpenAI,Platform Engineer,"SQL, Terraform, Financial Modeling, Zero Trust, Scikit-learn, Microservices, Selenium, Node.js"
Chargebee,Platform Engineer,"Scrum, SQL, Docker, Data Visualization, Python, Kubernetes, Linux, Microservices, Azure, Growth Hacking"
DigitalOcean,MLOps Engineer,"Git, Kubernetes, Scikit-learn, Kanban, Growth Hacking, Risk Analytics, A/B Testing"
Tata Elxsi,Supply Chain Data Scientist,"AWS, Growth Hacking, Microservices, Financial Modeling, Agile, Distributed Systems, Automation"
Pinterest,Product Growth Manager,"Distributed Systems, GraphQL, Kanban, Smart Contracts, Git, Azure, Web3, NoSQL, Next.js"
Vedantu,People Analytics Manager,"NLP, SEO, Scikit-learn, Linux, Growth Hacking, Blockchain, Docker, NoSQL, React"
Pinterest,Cloud Security Engineer,"Next.js, Linux, Data Visualization, PyTorch, Python, Computer Vision, Microservices, GraphQL, Zero Trust, C++"
Mindtree,Crypto Research Analyst,"Agile, Risk Analytics, Shell Scripting, SEO, Smart Contracts, Figma, Python, Financial Modeling, A/B Testing, PyTorch"
Ola Electric,FinTech Product Analyst,"Data Visualization, Microservices, Smart Contracts, Automation, NoSQL, Blockchain, UX Research, Java, SQL, Rust"
Infosys Finacle,Full Stack Engineer,"System Design, Azure, Linux, GraphQL, AWS, Distributed Systems"
Meesho,AI Ethics Researcher,"Terraform, Shell Scripting, Financial Modeling, Agile, GraphQL, Encryption"
Upstox,Backend Engineer,"Azure, GraphQL, Zero Trust, Agile, Power BI, Growth Hacking, Kanban"
Canonical,Site Reliability Engineer,"Agile, Prototyping, Linux, GraphQL, TensorFlow, Rust, GCP, Selenium, Microservices"
Chargebee,Bioinformatics Scientist,"Testing, GraphQL, Distributed Systems, Shell Scripting, CI/CD, Automation, Kubernetes, Azure, Risk Analytics"
L&T Technology Services,Digital Twin Engineer,"Next.js, Scrum, Linux, PyTorch, Web3, SEO"
Slack,Crypto Research Analyst,"Computer Vision, Scrum, Terraform, Microservices, NoSQL, SEO, NLP, Python, Linux"
Fractal Analytics,Robotics Software Engineer,"GraphQL, Encryption, Shell Scripting, Computer Vision, Go, CI/CD, PyTorch"
Deutsche Bank,Robotics Software Engineer,"Azure, Scikit-learn, Blockchain, AWS, Power BI, System Design, CI/CD, Terraform"
Canonical,HR Tech Analyst,"A/B Testing, Scikit-learn, Azure, Node.js, Kanban, Figma, Prototyping, Growth Hacking, Shell Scripting, Automation, React"
Fastly,AdTech Optimization Specialist,"CI/CD, GCP, Blockchain, Linux, C++, Figma, TensorFlow, Financial Modeling"
Meesho,Marketing Data Scientist,"GCP, Automation, Java, Go, Data Visualization, AWS, Blockchain, CI/CD, Growth Hacking"
Netflix,Quantum Computing Researcher,"Python, Financial Modeling, Microservices, Azure, Testing, NoSQL, System Design, Data Visualization"
Slack,Quantum Computing Researcher,"System Design, TensorFlow, GraphQL, Git, NLP, Selenium, Microservices, Agile, Scrum"
Anthropic,Autonomous Systems Engineer,"SQL, Python, NoSQL, Go, Docker, Git, Scikit-learn, Web3, Encryption, NLP"
PolicyBazaar,Sustainability Analyst,"Growth Hacking, Kanban, Terraform, Zero Trust, NLP, Power BI, Go, SQL, Cybersecurity, Prototyping, Testing"
Fractal Analytics,HR Tech Analyst,"Power BI, Financial Modeling, GraphQL, Blockchain, A/B Testing, Shell Scripting, System Design, NLP, Linux"
Hugging Face,Technical Product Owner,"Terraform, UX Research, SQL, Cybersecurity, Zero Trust, PyTorch, Linux, Smart Contracts, Kubernetes, Node.js, Financial Modeling, System Design"
Mindtree,Cloud Security Engineer,"Node.js, Encryption, Financial Modeling, Cybersecurity, C++, Java, UX Research, CI/CD, Rust, Blockchain"
BYJU'S,Quantum Computing Researcher,"Data Visualization, Automation, Python, Testing, Figma, Java, Scrum, Next.js"
PwC India,Mobile App Engineer,"Cybersecurity, Scrum, Financial Modeling, Kubernetes, NLP, Microservices, Prototyping, Python, Growth Hacking"
PolicyBazaar,Cloud Security Engineer,"Java, Zero Trust, Kubernetes, SEO, React, Web3, CI/CD, A/B Testing"
Cloudflare,AR/VR Experience Designer,"GraphQL, AWS, Docker, PyTorch, Selenium, Computer Vision, NoSQL, CI/CD, Cybersecurity, Web3, GCP, Linux"
DeepMind,Quantum Computing Researcher,"Encryption, Cybersecurity, Testing, Financial Modeling, Microservices, Distributed Systems"
DeepMind,Computer Vision Engineer,"Kanban, Shell Scripting, Tableau, Testing, Git, GCP, Smart Contracts, Java, Prototyping"
Zoho,Frontend Engineer,"Prototyping, UX Research, Risk Analytics, Distributed Systems, Testing, Docker, Selenium, CI/CD, Data Visualization, Go, Automation"
Mindtree,Customer Experience Strategist,"Financial Modeling, C++, AWS, React, PyTorch, Growth Hacking, Testing, Git, Terraform"
Credit Suisse,DevSecOps Engineer,"GCP, C++, NoSQL, Next.js, GraphQL, Azure, Testing"
Nykaa,Computer Vision Engineer,"Java, Azure, Agile, C++, Testing, Financial Modeling, Blockchain, Kubernetes, System Design, Computer Vision, GraphQL"
Noise,Digital Twin Engineer,"Financial Modeling, NLP, Testing, AWS, Automation, System Design, Shell Scripting, CI/CD, Agile, NoSQL, Distributed Systems, Blockchain"
BrowserStack,Supply Chain Data Scientist,"Node.js, UX Research, GCP, Financial Modeling, Scrum, TensorFlow, Cybersecurity, Git, SQL, Risk Analytics, Python, Data Visualization"
Chargebee,Revenue Operations Analyst,"Zero Trust, UX Research, GraphQL, CI/CD, A/B Testing, Microservices"
OpenAI,Quantum Computing Researcher,"Encryption, Financial Modeling, Java, Scrum, React, Computer Vision, Smart Contracts, Blockchain"
Zoho,Embedded AI Engineer,"NLP, Power BI, Web3, Shell Scripting, Scikit-learn, Testing, TensorFlow, Azure, Prototyping, Kubernetes, Blockchain, Python"
Netflix,AdTech Optimization Specialist,"Git, PyTorch, Data Visualization, Docker, SEO, Java, Figma"
Glance,FinTech Product Analyst,"Prototyping, System Design, UX Research, Java, GraphQL, Risk Analytics, Next.js, Azure, AWS, NLP, Kanban, SQL"
Fractal Analytics,AR/VR Experience Designer,"Web3, Financial Modeling, UX Research, Scrum, GCP, GraphQL, A/B Testing, PyTorch, AWS, SEO, Kanban, Cybersecurity"
ShareChat,Sustainability Analyst,"Selenium, Docker, Testing, Rust, GraphQL, Risk Analytics, Python, Financial Modeling, Node.js"
Unacademy,Prompt Engineer,"Docker, Linux, Encryption, Git, Kubernetes, Risk Analytics, Automation, Shell Scripting, React, UX Research, Go"
Mindtree,Computer Vision Engineer,"CI/CD, UX Research, Agile, Power BI, NoSQL, Web3, Risk Analytics, Zero Trust, Terraform, Data Visualization, Shell Scripting, Azure"
Postman,Frontend Engineer,"Microservices, Distributed Systems, Computer Vision, Growth Hacking, Git, UX Research, Smart Contracts, Zero Trust, Rust, React"
PolicyBazaar,Autonomous Systems Engineer,"Linux, Zero Trust, Next.js, SQL, Web3, Go, Computer Vision, Blockchain"
Deutsche Bank,DevSecOps Engineer,"Git, Selenium, Go, AWS, Cybersecurity, Encryption, Kubernetes, NoSQL, Java, Kanban"
CRED,IoT Solutions Architect,"Growth Hacking, Agile, Scrum, GraphQL, Zero Trust, Azure, React"
Vedantu,Quantum Computing Researcher,"C++, SEO, Smart Contracts, Kanban, Python, Zero Trust, Blockchain, Cybersecurity, GCP"
Zoho,Speech Recognition Engineer,"SEO, Growth Hacking, Docker, NoSQL, Go, Git, CI/CD, Kanban"
Red Hat,AdTech Optimization Specialist,"SEO, Kubernetes, Smart Contracts, Automation, Distributed Systems, Scikit-learn, GraphQL, TensorFlow, Agile, Prototyping, Next.js, Azure"
Cloudflare,Bioinformatics Scientist,"React, Terraform, Linux, UX Research, Agile, Scikit-learn, Selenium, Testing, Docker, Node.js"
Netflix,AR/VR Experience Designer,"TensorFlow, Scrum, Growth Hacking, Java, UX Research, Scikit-learn, Docker, Power BI, Smart Contracts"
BYJU'S,FinTech Product Analyst,"Automation, Rust, GCP, Risk Analytics, Data Visualization, NLP, Tableau, Zero Trust, Selenium, TensorFlow, CI/CD, Scikit-learn"
Cohere,MLOps Engineer,"Selenium, Data Visualization, Kanban, TensorFlow, Agile, Python, Smart Contracts"
Dropbox,AI Ethics Researcher,"Cybersecurity, NoSQL, Growth Hacking, Financial Modeling, CI/CD, Terraform, Git, Automation, Kubernetes, Testing, Rust"
Tata Elxsi,Marketing Data Scientist,"Power BI, TensorFlow, Tableau, Financial Modeling, Next.js, Smart Contracts, System Design, Linux, Microservices, Shell Scripting"
Infosys Finacle,MLOps Engineer,"System Design, Data Visualization, Rust, TensorFlow, Selenium, Git, Web3, Kubernetes, Docker, UX Research"
EY India,Bioinformatics Scientist,"SEO, Linux, Git, Agile, Scikit-learn, Rust, Blockchain, TensorFlow, Scrum, Data Visualization, NoSQL, Shell Scripting"
Dropbox,Autonomous Systems Engineer,"Zero Trust, Financial Modeling, CI/CD, Smart Contracts, Growth Hacking, Next.js, Prototyping, SEO, Testing, Node.js, Terraform, GCP"
Meesho,DevSecOps Engineer,"Python, Kanban, Automation, Encryption, Git, Docker, Go, PyTorch, A/B Testing, Node.js, Distributed Systems, Shell Scripting"
ShareChat,Release Engineer,"Kanban, Blockchain, Computer Vision, React, Smart Contracts, Data Visualization, Java"
ShareChat,Platform Engineer,"GraphQL, Git, Financial Modeling, Risk Analytics, Growth Hacking, Node.js, Encryption, Smart Contracts, SQL, Next.js, Linux, Computer Vision"
Fastly,Embedded AI Engineer,"Next.js, Risk Analytics, Web3, CI/CD, Blockchain, NoSQL, TensorFlow"
BrowserStack,DevSecOps Engineer,"Selenium, NLP, Go, SQL, Tableau, Next.js, NoSQL, Growth Hacking, Node.js, Financial Modeling, Encryption"
Boat Lifestyle,Supply Chain Data Scientist,"Data Visualization, Python, GCP, System Design, Azure, AWS, Computer Vision, Encryption"
CRED,Crypto Research Analyst,"Rust, Linux, Next.js, React, Automation, Testing, SEO, Risk Analytics, NoSQL, Power BI, Kubernetes, Data Visualization"
Postman,FinTech Product Analyst,"Tableau, GraphQL, Cybersecurity, Encryption, Web3, Scikit-learn, PyTorch, Selenium"
ShareChat,AdTech Optimization Specialist,"Terraform, Risk Analytics, Python, Computer Vision, Go, Web3, Testing, Scrum"
Slack,Knowledge Graph Engineer,"Rust, Growth Hacking, Kanban, Data Visualization, Scrum, Python, UX Research, CI/CD, Docker"
Birlasoft,AR/VR Experience Designer,"Testing, Data Visualization, CI/CD, Selenium, Smart Contracts, Java, Growth Hacking, PyTorch, Automation, Azure"
Nomura,Cloud Security Engineer,"Node.js, Microservices, Azure, Kanban, Figma, Cybersecurity, Distributed Systems, Financial Modeling, SEO, Blockchain"
PolicyBazaar,Cloud Security Engineer,"UX Research, Distributed Systems, Rust, TensorFlow, GraphQL, PyTorch, Power BI, Web3, Node.js, Blockchain, Selenium"
Meesho,Cloud Security Engineer,"Distributed Systems, Smart Contracts, Tableau, SQL, Docker, Rust, AWS, NLP, Testing, Data Visualization, Figma, Prototyping"
Groww,IoT Solutions Architect,"Web3, Figma, Smart Contracts, SEO, Distributed Systems, Scikit-learn, Linux, Agile, Node.js, PyTorch, Kubernetes, Testing"
Mphasis,Digital Twin Engineer,"Shell Scripting, Blockchain, Zero Trust, GraphQL, AWS, Data Visualization, Scrum, Automation, Docker"
Meesho,Build Engineer,"CI/CD, Azure, Power BI, GraphQL, Distributed Systems, Automation, Testing, Selenium, Shell Scripting, A/B Testing"
Ola Electric,Game Engine Developer,"Agile, CI/CD, GCP, Rust, TensorFlow, Terraform, Cybersecurity, GraphQL, PyTorch"
Pinterest,Release Engineer,"Docker, React, Python, Figma, Go, Scikit-learn, Next.js, Scrum, AWS, System Design, Encryption, Kanban"
